date,close,change,volume,value,name
2019-07-29T00:00:00,10100.0,25.0,349500.0,3509330000.0,AALI
2019-07-30T00:00:00,10025.0,-75.0,370400.0,3720155000.0,AALI
2019-07-31T00:00:00,9975.0,-50.0,2524500.0,24959585000.0,AALI
2019-08-01T00:00:00,9975.0,0.0,542700.0,5418112500.0,AALI
2019-08-02T00:00:00,9800.0,-175.0,293800.0,2902410000.0,AALI
2019-08-05T00:00:00,9800.0,0.0,543600.0,5308775000.0,AALI
2019-08-06T00:00:00,9750.0,-50.0,311700.0,3011812500.0,AALI
2019-08-07T00:00:00,9800.0,50.0,164700.0,1614675000.0,AALI
2019-08-08T00:00:00,10250.0,450.0,2413500.0,24405142500.0,AALI
2019-08-09T00:00:00,10550.0,300.0,4684200.0,49261867500.0,AALI
2019-08-12T00:00:00,10625.0,75.0,1685100.0,17841422500.0,AALI
2019-08-13T00:00:00,11075.0,450.0,5485700.0,59916747500.0,AALI
2019-08-14T00:00:00,11175.0,100.0,2188800.0,24330895000.0,AALI
2019-08-15T00:00:00,11075.0,-100.0,2610500.0,28701890000.0,AALI
2019-08-16T00:00:00,10950.0,-125.0,2283900.0,24405885000.0,AALI
2019-08-19T00:00:00,10650.0,-300.0,446300.0,4795185000.0,AALI
2019-08-20T00:00:00,10400.0,-250.0,495500.0,5185945000.0,AALI
2019-08-21T00:00:00,10400.0,0.0,566700.0,5889805000.0,AALI
2019-08-22T00:00:00,10575.0,175.0,817600.0,8546597500.0,AALI
2019-08-23T00:00:00,10650.0,75.0,881200.0,9365407500.0,AALI
2019-08-26T00:00:00,10800.0,150.0,2109000.0,22729212500.0,AALI
2019-08-27T00:00:00,10500.0,-300.0,532700.0,5631110000.0,AALI
2019-08-28T00:00:00,10525.0,25.0,279100.0,2943737500.0,AALI
2019-08-29T00:00:00,10500.0,-25.0,835700.0,8777692500.0,AALI
2019-08-30T00:00:00,10500.0,0.0,339100.0,3565050000.0,AALI
2019-09-02T00:00:00,10500.0,0.0,598600.0,6298075000.0,AALI
2019-09-03T00:00:00,10525.0,25.0,793300.0,8386442500.0,AALI
2019-09-04T00:00:00,10450.0,-75.0,309500.0,3237552500.0,AALI
2019-09-05T00:00:00,10400.0,-50.0,553100.0,5781677500.0,AALI
2019-09-06T00:00:00,10400.0,0.0,280800.0,2919970000.0,AALI
2019-09-09T00:00:00,10350.0,-50.0,258500.0,2682760000.0,AALI
2019-09-10T00:00:00,10500.0,150.0,451800.0,4737477500.0,AALI
2019-09-11T00:00:00,10500.0,0.0,229600.0,2413292500.0,AALI
2019-09-12T00:00:00,10325.0,-175.0,336500.0,3519820000.0,AALI
2019-09-13T00:00:00,10475.0,150.0,465800.0,4894857500.0,AALI
2019-09-16T00:00:00,10700.0,225.0,902500.0,9606430000.0,AALI
2019-09-17T00:00:00,11350.0,650.0,5409800.0,60344395000.0,AALI
2019-09-18T00:00:00,11225.0,-125.0,1110000.0,12336170000.0,AALI
2019-09-19T00:00:00,10925.0,-300.0,405200.0,4462275000.0,AALI
2019-09-20T00:00:00,10925.0,0.0,992500.0,10894125000.0,AALI
2019-09-23T00:00:00,10800.0,-125.0,252700.0,2728325000.0,AALI
2019-09-24T00:00:00,10425.0,-375.0,587200.0,6171527500.0,AALI
2019-09-25T00:00:00,10700.0,275.0,539600.0,5738655000.0,AALI
2019-09-26T00:00:00,10750.0,50.0,477200.0,5128737500.0,AALI
2019-09-27T00:00:00,10550.0,-200.0,132200.0,1412035000.0,AALI
2019-09-30T00:00:00,10775.0,225.0,205600.0,2203587500.0,AALI
2019-10-01T00:00:00,10975.0,200.0,1220200.0,13336115000.0,AALI
2019-10-02T00:00:00,10975.0,0.0,879500.0,9683305000.0,AALI
2019-10-03T00:00:00,10975.0,0.0,317000.0,3441262500.0,AALI
2019-10-04T00:00:00,10750.0,-225.0,317700.0,3418705000.0,AALI
2019-10-07T00:00:00,10725.0,-25.0,60400.0,648160000.0,AALI
2019-10-08T00:00:00,10750.0,25.0,416400.0,4508317500.0,AALI
2019-10-09T00:00:00,10925.0,175.0,447200.0,4847945000.0,AALI
2019-10-10T00:00:00,10875.0,-50.0,235000.0,2559447500.0,AALI
2019-10-11T00:00:00,10725.0,-150.0,230800.0,2489422500.0,AALI
2019-10-14T00:00:00,10650.0,-75.0,227500.0,2444497500.0,AALI
2019-10-15T00:00:00,10600.0,-50.0,385200.0,4079232500.0,AALI
2019-10-16T00:00:00,10500.0,-100.0,588300.0,6215837500.0,AALI
2019-10-17T00:00:00,10575.0,75.0,329600.0,3510175000.0,AALI
2019-10-18T00:00:00,10150.0,-425.0,793400.0,8146727500.0,AALI
2019-10-21T00:00:00,10300.0,150.0,564800.0,5829737500.0,AALI
2019-10-22T00:00:00,10400.0,100.0,638600.0,6649310000.0,AALI
2019-10-23T00:00:00,10700.0,300.0,1551700.0,16620232500.0,AALI
2019-10-24T00:00:00,11000.0,300.0,1230200.0,13488957500.0,AALI
2019-10-25T00:00:00,10900.0,-100.0,1513000.0,16809125000.0,AALI
2019-10-28T00:00:00,10900.0,0.0,201600.0,2199177500.0,AALI
2019-10-29T00:00:00,11125.0,225.0,666500.0,7390210000.0,AALI
2019-10-30T00:00:00,11350.0,225.0,1311400.0,14802560000.0,AALI
2019-10-31T00:00:00,11425.0,75.0,1553100.0,17771787500.0,AALI
2019-11-01T00:00:00,11325.0,-100.0,514800.0,5792110000.0,AALI
2019-11-04T00:00:00,11700.0,375.0,1267600.0,14661497500.0,AALI
2019-11-05T00:00:00,12400.0,700.0,3155600.0,38617267500.0,AALI
2019-11-06T00:00:00,12300.0,-100.0,1193600.0,14641375000.0,AALI
2019-11-07T00:00:00,12300.0,0.0,1060600.0,13114145000.0,AALI
2019-11-08T00:00:00,12600.0,300.0,1130500.0,14229797500.0,AALI
2019-11-11T00:00:00,12775.0,175.0,1744300.0,22332877500.0,AALI
2019-11-12T00:00:00,12825.0,50.0,1311800.0,16779172500.0,AALI
2019-11-13T00:00:00,12400.0,-425.0,1277700.0,16038612500.0,AALI
2019-11-14T00:00:00,12250.0,-150.0,1884700.0,22982577500.0,AALI
2019-11-15T00:00:00,12200.0,-50.0,812400.0,9904440000.0,AALI
2019-11-18T00:00:00,12425.0,225.0,499500.0,6112637500.0,AALI
2019-11-19T00:00:00,12600.0,175.0,612200.0,7636987500.0,AALI
2019-11-20T00:00:00,13000.0,400.0,1641200.0,21133172500.0,AALI
2019-11-21T00:00:00,13000.0,0.0,1777000.0,23253015000.0,AALI
2019-11-22T00:00:00,13125.0,125.0,889700.0,11639287500.0,AALI
2019-11-25T00:00:00,13200.0,75.0,1015900.0,13437792500.0,AALI
2019-11-26T00:00:00,13000.0,-200.0,714000.0,9175970000.0,AALI
2019-11-27T00:00:00,12125.0,-875.0,1058100.0,13263427500.0,AALI
2019-11-28T00:00:00,12275.0,150.0,430500.0,5285802500.0,AALI
2019-11-29T00:00:00,12600.0,325.0,1472300.0,18427590000.0,AALI
2019-12-02T00:00:00,12800.0,200.0,674400.0,8576757500.0,AALI
2019-12-03T00:00:00,12825.0,25.0,653100.0,8357142500.0,AALI
2019-12-04T00:00:00,12775.0,-50.0,612800.0,7737085000.0,AALI
2019-12-05T00:00:00,13050.0,275.0,647600.0,8353090000.0,AALI
2019-12-06T00:00:00,13575.0,525.0,1663200.0,22268472500.0,AALI
2019-12-09T00:00:00,13700.0,125.0,1361600.0,18681555000.0,AALI
2019-12-10T00:00:00,13500.0,-200.0,1797100.0,23961972500.0,AALI
2019-12-11T00:00:00,13325.0,-175.0,626400.0,8371635000.0,AALI
2019-12-12T00:00:00,13250.0,-75.0,865100.0,11533940000.0,AALI
2019-12-13T00:00:00,13425.0,175.0,441900.0,5967385000.0,AALI
2019-12-16T00:00:00,13400.0,-25.0,782400.0,10388330000.0,AALI
2019-12-17T00:00:00,13600.0,200.0,873700.0,11857682500.0,AALI
2019-12-18T00:00:00,13550.0,-50.0,696000.0,9450795000.0,AALI
2019-12-19T00:00:00,13300.0,-250.0,537700.0,7193232500.0,AALI
2019-12-20T00:00:00,13525.0,225.0,438000.0,5879930000.0,AALI
2019-12-23T00:00:00,13600.0,75.0,837700.0,11377505000.0,AALI
2019-12-26T00:00:00,14100.0,500.0,2010500.0,28105732500.0,AALI
2019-12-27T00:00:00,14500.0,400.0,2557800.0,36861000000.0,AALI
2019-12-30T00:00:00,14575.0,75.0,1202700.0,17437690000.0,AALI
2020-01-02T00:00:00,14025.0,-550.0,799000.0,11451335000.0,AALI
2020-01-03T00:00:00,14100.0,75.0,1282400.0,18194257500.0,AALI
2020-01-06T00:00:00,13500.0,-600.0,1109400.0,15227997500.0,AALI
2020-01-07T00:00:00,13400.0,-100.0,1397200.0,18866090000.0,AALI
2020-01-08T00:00:00,13325.0,-75.0,863000.0,11450497500.0,AALI
2020-01-09T00:00:00,13850.0,525.0,1684800.0,23057677500.0,AALI
2020-01-10T00:00:00,13675.0,-175.0,786000.0,10861032500.0,AALI
2020-01-13T00:00:00,13700.0,25.0,909000.0,12438225000.0,AALI
2020-01-14T00:00:00,13200.0,-500.0,1623200.0,21712682500.0,AALI
2020-01-15T00:00:00,12525.0,-675.0,2131200.0,27233020000.0,AALI
2020-01-16T00:00:00,12675.0,150.0,1389300.0,17735872500.0,AALI
2020-01-17T00:00:00,12875.0,200.0,715700.0,9190395000.0,AALI
2020-01-20T00:00:00,12600.0,-275.0,1476400.0,18612515000.0,AALI
2020-01-21T00:00:00,12350.0,-250.0,785900.0,9761245000.0,AALI
2020-01-22T00:00:00,12425.0,75.0,967100.0,11908282500.0,AALI
2020-01-23T00:00:00,12425.0,0.0,416700.0,5220647500.0,AALI
2020-01-24T00:00:00,12075.0,-350.0,514300.0,6240960000.0,AALI
2020-01-27T00:00:00,11575.0,-500.0,1244400.0,14385647500.0,AALI
2020-01-28T00:00:00,11800.0,225.0,1625300.0,18549932500.0,AALI
2020-01-29T00:00:00,11800.0,0.0,985700.0,11623532500.0,AALI
2020-01-30T00:00:00,11925.0,125.0,1034400.0,12262480000.0,AALI
2020-01-31T00:00:00,11875.0,-50.0,457500.0,5336775000.0,AALI
2020-02-03T00:00:00,11400.0,-475.0,372300.0,4273627500.0,AALI
2020-02-04T00:00:00,11250.0,-150.0,413700.0,4696865000.0,AALI
2020-02-05T00:00:00,11775.0,525.0,946300.0,11037910000.0,AALI
2020-02-06T00:00:00,12125.0,350.0,1293500.0,15623280000.0,AALI
2020-02-07T00:00:00,12050.0,-75.0,635000.0,7609127500.0,AALI
2020-02-10T00:00:00,11450.0,-600.0,906000.0,10554050000.0,AALI
2020-02-11T00:00:00,11600.0,150.0,519900.0,6031372500.0,AALI
2020-02-12T00:00:00,11575.0,-25.0,578200.0,6693155000.0,AALI
2020-02-13T00:00:00,11025.0,-550.0,445700.0,5031817500.0,AALI
2020-02-14T00:00:00,11100.0,75.0,392300.0,4334477500.0,AALI
2020-02-17T00:00:00,11200.0,100.0,246600.0,2762827500.0,AALI
2020-02-18T00:00:00,11100.0,-100.0,298400.0,3336925000.0,AALI
2020-02-19T00:00:00,11200.0,100.0,477800.0,5318045000.0,AALI
2020-02-20T00:00:00,11150.0,-50.0,366600.0,4067055000.0,AALI
2020-02-21T00:00:00,10825.0,-325.0,758300.0,8238810000.0,AALI
2020-02-24T00:00:00,10575.0,-250.0,385300.0,4098835000.0,AALI
2020-02-25T00:00:00,10850.0,275.0,411400.0,4429055000.0,AALI
2020-02-26T00:00:00,10525.0,-325.0,478800.0,5091395000.0,AALI
2020-02-27T00:00:00,10575.0,50.0,424700.0,4371610000.0,AALI
2020-02-28T00:00:00,9800.0,-775.0,1360400.0,13384350000.0,AALI
2020-03-02T00:00:00,9500.0,-300.0,885500.0,8534285000.0,AALI
2020-03-03T00:00:00,9700.0,200.0,1109600.0,10759457500.0,AALI
2020-03-04T00:00:00,9750.0,50.0,1050800.0,10294332500.0,AALI
2020-03-05T00:00:00,9950.0,200.0,1220200.0,12238087500.0,AALI
2020-03-06T00:00:00,9700.0,-250.0,373600.0,3641795000.0,AALI
2020-03-09T00:00:00,8200.0,-1500.0,2545000.0,21727195000.0,AALI
2020-03-10T00:00:00,8100.0,-100.0,1649500.0,13437125000.0,AALI
2020-03-11T00:00:00,7600.0,-500.0,1746400.0,13735915000.0,AALI
2020-03-12T00:00:00,6850.0,-750.0,1683700.0,11650717500.0,AALI
2020-03-13T00:00:00,6375.0,-475.0,4741800.0,30725322500.0,AALI
2020-03-16T00:00:00,5950.0,-425.0,1812900.0,10890012500.0,AALI
2020-03-17T00:00:00,5550.0,-400.0,2308900.0,12883755000.0,AALI
2020-03-18T00:00:00,5175.0,-375.0,2083100.0,11137135000.0,AALI
2020-03-19T00:00:00,4820.0,-355.0,817100.0,3941537000.0,AALI
2020-03-20T00:00:00,4730.0,-90.0,2190300.0,10177165000.0,AALI
2020-03-23T00:00:00,4400.0,-330.0,2447600.0,10964953000.0,AALI
2020-03-24T00:00:00,4290.0,-110.0,2796400.0,12218112000.0,AALI
2020-03-26T00:00:00,5200.0,910.0,5844200.0,29490147000.0,AALI
2020-03-27T00:00:00,5500.0,300.0,6290600.0,35856860000.0,AALI
2020-03-30T00:00:00,5150.0,-350.0,3029300.0,15569960000.0,AALI
2020-03-31T00:00:00,5400.0,250.0,1993400.0,10706917500.0,AALI
2020-04-01T00:00:00,5275.0,-125.0,2977400.0,16304552500.0,AALI
2020-04-02T00:00:00,5325.0,50.0,3265800.0,17293682500.0,AALI
2020-04-03T00:00:00,5550.0,225.0,4638200.0,25545715000.0,AALI
2020-04-06T00:00:00,6050.0,500.0,4749900.0,27895150000.0,AALI
2020-04-07T00:00:00,6600.0,550.0,5639100.0,36057760000.0,AALI
2020-04-08T00:00:00,6400.0,-200.0,4360200.0,28028397500.0,AALI
2020-04-09T00:00:00,6400.0,0.0,2795900.0,18109142500.0,AALI
2020-04-13T00:00:00,6525.0,125.0,1605900.0,10452595000.0,AALI
2020-04-14T00:00:00,6700.0,175.0,1034500.0,6856575000.0,AALI
2020-04-15T00:00:00,6700.0,0.0,3230500.0,22265690000.0,AALI
2020-04-16T00:00:00,6325.0,-375.0,2499400.0,16084972500.0,AALI
2020-04-17T00:00:00,6575.0,250.0,2018400.0,13173775000.0,AALI
2020-04-20T00:00:00,6550.0,-25.0,2862300.0,18891705000.0,AALI
2020-04-21T00:00:00,6100.0,-450.0,4120800.0,25326070000.0,AALI
2020-04-22T00:00:00,5675.0,-425.0,4959900.0,28490982500.0,AALI
2020-04-23T00:00:00,5675.0,0.0,2129100.0,12213697500.0,AALI
2020-04-24T00:00:00,5475.0,-200.0,2346300.0,13074240000.0,AALI
2020-04-27T00:00:00,5550.0,75.0,1654700.0,9115240000.0,AALI
2020-04-28T00:00:00,5975.0,425.0,6823600.0,40105345000.0,AALI
2020-04-29T00:00:00,6000.0,25.0,3138600.0,19026937500.0,AALI
2020-04-30T00:00:00,6100.0,100.0,3196900.0,19674150000.0,AALI
2020-05-04T00:00:00,6050.0,-50.0,1634900.0,9806427500.0,AALI
2020-05-05T00:00:00,6300.0,250.0,3451500.0,21716445000.0,AALI
2020-05-06T00:00:00,6325.0,25.0,1777700.0,11311545000.0,AALI
2020-05-08T00:00:00,6275.0,-50.0,1649000.0,10494840000.0,AALI
2020-05-11T00:00:00,6725.0,450.0,5343500.0,35089075000.0,AALI
2020-05-12T00:00:00,6275.0,-450.0,5403300.0,34578775000.0,AALI
2020-05-13T00:00:00,6250.0,-25.0,3301500.0,20432305000.0,AALI
2020-05-14T00:00:00,6100.0,-150.0,1886400.0,11633912500.0,AALI
2020-05-15T00:00:00,6200.0,100.0,1759500.0,10859032500.0,AALI
2020-05-18T00:00:00,6350.0,150.0,2141400.0,13538952500.0,AALI
2020-05-19T00:00:00,6525.0,175.0,4563900.0,29692077500.0,AALI
2020-05-20T00:00:00,6550.0,25.0,1546500.0,10089535000.0,AALI
2020-05-26T00:00:00,6825.0,275.0,2588600.0,17378825000.0,AALI
2020-05-27T00:00:00,6975.0,150.0,3214700.0,22141395000.0,AALI
2020-05-28T00:00:00,7225.0,250.0,3579300.0,26049480000.0,AALI
2020-05-29T00:00:00,7400.0,175.0,11900200.0,87790895000.0,AALI
2020-06-02T00:00:00,7350.0,-50.0,2695200.0,20021212500.0,AALI
2020-06-03T00:00:00,7700.0,350.0,3576400.0,27003525000.0,AALI
2020-06-04T00:00:00,7875.0,175.0,2815100.0,22052250000.0,AALI
2020-06-05T00:00:00,7850.0,-25.0,1053100.0,8234865000.0,AALI
2020-06-08T00:00:00,8375.0,525.0,2582700.0,21409910000.0,AALI
2020-06-09T00:00:00,8900.0,525.0,3280500.0,28667555000.0,AALI
2020-06-10T00:00:00,8600.0,-300.0,3422800.0,29970205000.0,AALI
2020-06-11T00:00:00,8550.0,-50.0,2373900.0,20280792500.0,AALI
2020-06-12T00:00:00,8275.0,-275.0,2577200.0,21167232500.0,AALI
2020-06-15T00:00:00,7925.0,-350.0,2403600.0,19404047500.0,AALI
2020-06-16T00:00:00,8475.0,550.0,1608600.0,13422622500.0,AALI
2020-06-17T00:00:00,8650.0,175.0,1580500.0,13534402500.0,AALI
2020-06-18T00:00:00,8550.0,-100.0,891100.0,7642900000.0,AALI
2020-06-19T00:00:00,8400.0,-150.0,1205800.0,10231290000.0,AALI
2020-06-22T00:00:00,8650.0,250.0,2445000.0,21275617500.0,AALI
2020-06-23T00:00:00,8825.0,175.0,1839800.0,16248382500.0,AALI
2020-06-24T00:00:00,8775.0,-50.0,1614200.0,14335302500.0,AALI
2020-06-25T00:00:00,8450.0,-325.0,1994200.0,16922107500.0,AALI
2020-06-26T00:00:00,8425.0,-25.0,882300.0,7469197500.0,AALI
2020-06-29T00:00:00,8200.0,-225.0,1494400.0,12304800000.0,AALI
2020-06-30T00:00:00,8225.0,25.0,743000.0,6153407500.0,AALI
2020-07-01T00:00:00,8325.0,100.0,554900.0,4597182500.0,AALI
2020-07-02T00:00:00,8450.0,125.0,1235500.0,10389362500.0,AALI
2020-07-03T00:00:00,8550.0,100.0,1151800.0,9826680000.0,AALI
2020-07-06T00:00:00,8600.0,50.0,1703600.0,14651590000.0,AALI
2020-07-07T00:00:00,8700.0,100.0,1707800.0,14886652500.0,AALI
2020-07-08T00:00:00,8650.0,-50.0,1065500.0,9191505000.0,AALI
2020-07-09T00:00:00,8675.0,25.0,897200.0,7815897500.0,AALI
2020-07-10T00:00:00,8475.0,-200.0,798700.0,6800702500.0,AALI
2020-07-13T00:00:00,8575.0,100.0,1015400.0,8695460000.0,AALI
2020-07-14T00:00:00,8575.0,0.0,2109100.0,17887960000.0,AALI
2020-07-15T00:00:00,8850.0,275.0,7281300.0,64989562500.0,AALI
2020-07-16T00:00:00,8975.0,125.0,3569300.0,32183892500.0,AALI
2020-07-17T00:00:00,9175.0,200.0,3210300.0,29333222500.0,AALI
2020-07-20T00:00:00,9425.0,250.0,7873200.0,75343435000.0,AALI
2020-07-21T00:00:00,9550.0,125.0,3280700.0,31168737500.0,AALI
2020-07-22T00:00:00,9475.0,-75.0,2662800.0,25471945000.0,AALI
2020-07-23T00:00:00,9425.0,-50.0,2523000.0,23802690000.0,AALI
2020-07-24T00:00:00,9375.0,-50.0,2017000.0,18905877500.0,AALI
2020-07-27T00:00:00,9400.0,25.0,1525500.0,14475030000.0,AALI
2020-07-28T00:00:00,9300.0,-100.0,1451500.0,13530420000.0,AALI
2020-07-29T00:00:00,9700.0,400.0,4891100.0,46795467500.0,AALI
2020-07-30T00:00:00,9700.0,0.0,4630200.0,45653320000.0,AALI
2020-08-03T00:00:00,9550.0,-150.0,4558600.0,42949937500.0,AALI
2020-08-04T00:00:00,9700.0,150.0,1863000.0,18007460000.0,AALI
2020-08-05T00:00:00,9750.0,50.0,2306100.0,22279050000.0,AALI
2020-08-06T00:00:00,9700.0,-50.0,1413500.0,13787030000.0,AALI
2020-08-07T00:00:00,9750.0,50.0,6247200.0,62126672500.0,AALI
2020-08-10T00:00:00,10125.0,375.0,3044700.0,30189102500.0,AALI
2020-08-11T00:00:00,10175.0,50.0,2096800.0,21260685000.0,AALI
2020-08-12T00:00:00,10000.0,-175.0,2736100.0,27439772500.0,AALI
2020-08-13T00:00:00,10150.0,150.0,2707700.0,27719002500.0,AALI
2020-08-14T00:00:00,10275.0,125.0,1581600.0,16211562500.0,AALI
2020-08-18T00:00:00,10225.0,-50.0,2324900.0,23788157500.0,AALI
2020-08-19T00:00:00,10225.0,0.0,2103400.0,21521297500.0,AALI
2020-08-24T00:00:00,9950.0,-275.0,5200900.0,52093342500.0,AALI
2020-08-25T00:00:00,9975.0,25.0,1357200.0,13571157500.0,AALI
